"source_video","frame_idx","timestamp_ms","landmark_id","x","y","z","world_x","world_y","world_z","visibility","presence"
"fall-01-cam0.mp4","1","33","0","0.6172115206718445","0.5502452850341797","-0.12100448459386826","0.3750496506690979","-0.3089500069618225","-0.41035938262939453","0.9982107877731323","0.9975377321243286"
"fall-01-cam0.mp4","1","33","1","0.6211497783660889","0.5492404699325562","-0.1202298179268837","0.41034746170043945","-0.306837260723114","-0.4142596423625946","0.9982534050941467","0.9972752928733826"
"fall-01-cam0.mp4","1","33","2","0.6215296983718872","0.5510337948799133","-0.1203346699476242","0.40926218032836914","-0.3034723699092865","-0.40308597683906555","0.9982264637947083","0.9979017972946167"
"fall-01-cam0.mp4","1","33","3","0.6218428611755371","0.5530575513839722","-0.1203799843788147","0.4075019359588623","-0.30571138858795166","-0.40542930364608765","0.9988582134246826","0.9975320100784302"
"fall-01-cam0.mp4","1","33","4","0.620141327381134","0.5436935424804688","-0.11906091123819351","0.4127112329006195","-0.3192223310470581","-0.4180978834629059","0.9983036518096924","0.9952895641326904"
"fall-01-cam0.mp4","1","33","5","0.6198668479919434","0.5419719815254211","-0.11913558095693588","0.41262543201446533","-0.31755590438842773","-0.43152138590812683","0.9983243346214294","0.9958329796791077"
"fall-01-cam0.mp4","1","33","6","0.6196078062057495","0.540098249912262","-0.11919242143630981","0.4077216684818268","-0.30584535002708435","-0.4092405140399933","0.9986542463302612","0.9947630763053894"
"fall-01-cam0.mp4","1","33","7","0.6213752627372742","0.5571014285087585","-0.10497443377971649","0.41184166073799133","-0.25954002141952515","-0.3554159104824066","0.9995443224906921","0.9983025789260864"
"fall-01-cam0.mp4","1","33","8","0.6182295680046082","0.5384899377822876","-0.09965340793132782","0.3477224111557007","-0.2985804080963135","-0.34007057547569275","0.9972996115684509","0.9939555525779724"
"fall-01-cam0.mp4","1","33","9","0.6144636273384094","0.5574989914894104","-0.11374642699956894","0.38110703229904175","-0.2803903818130493","-0.37990567088127136","0.9989783763885498","0.9993009567260742"
"fall-01-cam0.mp4","1","33","10","0.6134068965911865","0.5512248277664185","-0.11276724189519882","0.3479122519493103","-0.276739239692688","-0.40168821811676025","0.9985904097557068","0.9983332753181458"
"fall-01-cam0.mp4","1","33","11","0.610716700553894","0.5975081920623779","-0.09040682762861252","0.34558606147766113","-0.14201314747333527","-0.2581360638141632","0.9999822378158569","0.9999756813049316"
"fall-01-cam0.mp4","1","33","12","0.5953583717346191","0.5518515706062317","-0.07885529100894928","0.262938529253006","-0.3057299852371216","-0.1803191751241684","0.999894380569458","0.9997310042381287"
"fall-01-cam0.mp4","1","33","13","0.5962949395179749","0.6636098623275757","-0.08569548279047012","0.2470415234565735","0.03455384820699692","-0.2504057288169861","0.936286449432373","0.9997963309288025"
"fall-01-cam0.mp4","1","33","14","0.5774679780006409","0.6322005987167358","-0.09322398155927658","0.09689449518918991","-0.022121451795101166","-0.2447902113199234","0.7014073729515076","0.9980975985527039"
"fall-01-cam0.mp4","1","33","15","0.5773093700408936","0.7284665703773499","-0.09244951605796814","0.09161463379859924","0.21603283286094666","-0.17060978710651398","0.7639669179916382","0.9994175434112549"
"fall-01-cam0.mp4","1","33","16","0.5686324238777161","0.6983050107955933","-0.12506259977817535","0.028071749955415726","0.15922515094280243","-0.31883949041366577","0.7979679703712463","0.9997536540031433"
"fall-01-cam0.mp4","1","33","17","0.5739266872406006","0.7486782073974609","-0.09904643148183823","0.0680447593331337","0.24584396183490753","-0.1579398512840271","0.6928368210792542","0.9980010390281677"
"fall-01-cam0.mp4","1","33","18","0.5679275393486023","0.7081310749053955","-0.1377125382423401","0.03329271823167801","0.212851881980896","-0.37138161063194275","0.7579541802406311","0.9995393753051758"
"fall-01-cam0.mp4","1","33","19","0.5716139078140259","0.7457583546638489","-0.10726312547922134","0.0350814014673233","0.24163083732128143","-0.17810213565826416","0.6998588442802429","0.9978210926055908"
"fall-01-cam0.mp4","1","33","20","0.5677804946899414","0.7161824107170105","-0.14212626218795776","0.08936290442943573","0.22603073716163635","-0.3786863386631012","0.7750145792961121","0.9995854496955872"
"fall-01-cam0.mp4","1","33","21","0.5718865394592285","0.737206220626831","-0.09531345218420029","0.057967789471149445","0.2430882602930069","-0.17618918418884277","0.6595252156257629","0.9988351464271545"
"fall-01-cam0.mp4","1","33","22","0.5696361064910889","0.7120910286903381","-0.12794817984104156","0.0424308180809021","0.17608757317066193","-0.3327491283416748","0.6960470676422119","0.9997666478157043"
"fall-01-cam0.mp4","1","33","23","0.5759806036949158","0.653859555721283","-0.0049632154405117035","0.048370879143476486","0.043244168162345886","0.012916497886180878","0.9999649524688721","0.9999817609786987"
"fall-01-cam0.mp4","1","33","24","0.5658687353134155","0.6274111270904541","0.004870008677244186","-0.04535173624753952","-0.04191248491406441","-0.01116714533418417","0.9999475479125977","0.9999452829360962"
"fall-01-cam0.mp4","1","33","25","0.5705825686454773","0.6723684668540955","-0.03085491620004177","-0.026098687201738358","0.10695243626832962","-0.09631571173667908","0.9350706934928894","0.99986732006073"
"fall-01-cam0.mp4","1","33","26","0.5477763414382935","0.6566674709320068","-0.03108302317559719","-0.16686105728149414","0.05651697516441345","-0.09004523605108261","0.8795416951179504","0.999653697013855"
"fall-01-cam0.mp4","1","33","27","0.5641465783119202","0.692317545413971","0.05844658613204956","-0.06669730693101883","0.1964748501777649","0.2015707641839981","0.5131730437278748","0.9997517466545105"
"fall-01-cam0.mp4","1","33","28","0.5440919399261475","0.6691445708274841","0.046865034848451614","-0.25649866461753845","0.11386533081531525","0.18620717525482178","0.5083105564117432","0.9985929131507874"
"fall-01-cam0.mp4","1","33","29","0.5629065036773682","0.6939077973365784","0.06723987311124802","-0.0808398425579071","0.19339041411876678","0.2434798628091812","0.31978297233581543","0.9993821382522583"
"fall-01-cam0.mp4","1","33","30","0.5443801879882812","0.6755766272544861","0.05528384447097778","-0.26107704639434814","0.11155187338590622","0.17726460099220276","0.34177759289741516","0.9987207055091858"
"fall-01-cam0.mp4","1","33","31","0.559980034828186","0.7084827423095703","0.06510701030492783","-0.10321080684661865","0.22197824716567993","0.2934046685695648","0.4552455246448517","0.9984791874885559"
"fall-01-cam0.mp4","1","33","32","0.5361814498901367","0.6650218367576599","0.052933674305677414","-0.27945807576179504","0.091740183532238","0.20605820417404175","0.43124717473983765","0.9952999353408813"
"fall-01-cam0.mp4","6","200","0","0.555427074432373","0.7102969884872437","-0.12559077143669128","-0.055772531777620316","0.1154240071773529","-0.35810136795043945","0.9983569979667664","0.9999947547912598"
"fall-01-cam0.mp4","6","200","1","0.5563597083091736","0.7166715264320374","-0.13347138464450836","-0.06627778708934784","0.15263184905052185","-0.39937782287597656","0.9984024167060852","0.9999949932098389"
"fall-01-cam0.mp4","6","200","2","0.5568011999130249","0.7188546657562256","-0.13356541097164154","-0.06824474781751633","0.15623806416988373","-0.38322335481643677","0.9983739256858826","0.999995231628418"
"fall-01-cam0.mp4","6","200","3","0.5571154356002808","0.7212328314781189","-0.13359615206718445","-0.06918461620807648","0.15439952909946442","-0.39095214009284973","0.9989461898803711","0.999993085861206"
